Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_1.raw	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_7.raw
Q9NQC3	Q9NQC3		RTN4		683833	1.50639e+06	1.45881e+06	558357	519899	514554	529770	389895	451481	1.25695e+06	453574	1.19148e+06	381092	1.18013e+06	390301	1.13757e+06	1.08971e+06	1.30414e+06	1.24246e+06	1.30627e+06
Q9NQE9	Q9NQE9		HINT3		24698.2	28593.5	28940	19335.9																
Q9NQG1	Q9NQG1		MANBAL			7085.05	5738.22																	
Q9NQG5	Q9NQG5		RPRD1B		184572	174401	165153	201595	197946	171597	253015	175496	100600	364320	223884	192340	190707	781998	224719	822515	342351	236988	422019	298932
Q9NQH7	Q9NQH7		XPNPEP3		72133	60753.4	60343.6	54204.9																
Q9NQP4	Q9NQP4		PFDN4		105655	9243.23	6410.76	72393.2	151824	118637	131191	110691	128018	53317	67976.1	73522.6	66215.4	57529.4	68633.5	79207.5	43220.2	70177.4	58626.5	61032.5
Q9NQR4	Q9NQR4		NIT2		114951	485813	490402	112381	117335	84647.2	82134.1	102512	100075	539787	53292.6	491042	101206	571697	101506	539997	471245	532178	534106	524103
Q9NQS1	Q9NQS1		AVEN			12336	12640.1	1293.17																
Q9NQS7	Q9NQS7		INCENP		95543.4	41940.1	41241	101356	99059.6	117984	121127	111868	119665		127164		119191		127006				67564.3	
Q9NQT4	Q9NQT4		EXOSC5		130804	69520.5	80075.2	112932	185115	172854	149785	139775	166446	72816.4	165060	75022.3	162234	67054.5	185466	67154.6	85009.7	68295.3	53373.8	72238.9
Q9NQT5	Q9NQT5		EXOSC3		196183	150160	156278	195839	240706	246456	247694	215115	238204	172209	225003	142816	240957	170889	254169	139988	188156	180591	154025	150444
Q9NQW6	Q9NQW6		ANLN		199830	209381	210933	204135	998003	1.06424e+06	402959	430536	483482	615788	334262		604640		383346	462274			348450	
Q9NQW7	Q9NQW7		XPNPEP1		62248.5	110194	101322	68306.6	138504	135749	134968	130802	129599	148665	148504	146382	121022	193702	118731	171796	176494	186064	166826	171107
Q9NQX3	Q9NQX3		GPHN		61183.3	72089.4	71366.2	51103.8		354656		379274	370165	84944.3	209398	64911.3		67776.3	204939	80102.6	87077.3	64628.5	53711.5	53393.1
Q9NQZ2	Q9NQZ2		UTP3		169858	155650	154057	163203	173468	173310	157417	194477	160421	164743	157277	125336	189481	117603	188348	131810	110827	96338.7	119672	128858
Q9NR09	Q9NR09		BIRC6		28263.5	14343.8	16139.7	26198.1	37131	44557.1	18135.1													
Q9NR12	Q9NR12		PDLIM7		432113	270684	277145	430142	604273	616455	637163	658069	645474	447768	589496	403161	661258	350661	646806	352976	445661	395013	434933	404374
Q9NR19	Q9NR19		ACSS2		120795	86190.2	86846.3	122415	174183	185755	155145	166411	199327	109601	154529	104911	179347		179219	91512.1	78051.6	91667.6		91002.8
Q9NR28	Q9NR28		DIABLO		552390	220829	198343	517365	473692	429514	389121	500177	334694	272539	366671	250834	451000	199633	339991	212383	218157	279906	264592	224653
Q9NR30	Q9NR30		DDX21		1.39647e+06	1.4454e+06	1.44564e+06	1.36047e+06	1.37452e+06	1.37396e+06	1.34566e+06	1.40234e+06	1.34483e+06	1.28991e+06	1.33269e+06	1.23767e+06	1.35001e+06	1.24469e+06	1.34305e+06	1.18515e+06	1.3131e+06	1.21054e+06	1.25408e+06	1.27903e+06
Q9NR31	Q9NR31		SAR1A		235511	262337	248688	247316	408189	432322	397704	443721	425999	308805	398658	348126	445289	290650	434120	279577	295304	260545	273441	271486
Q9NR33	Q9NR33		POLE4		131453	138551	140637	132213	246344	221249	247432	243241	213876	275323	221173	270842	229478	326473	243782	286667	268283	295121	305589	331685
Q9NR45	Q9NR45		NANS		2.11544e+06	1.37011e+06	1.25818e+06	1.7297e+06	2.41548e+06	2.35698e+06	2.12044e+06	2.36784e+06	2.33843e+06	1.63632e+06	2.00891e+06	1.68259e+06	2.03759e+06	1.71941e+06	2.2023e+06	1.72921e+06	1.74248e+06	1.60836e+06	1.67061e+06	1.56348e+06
Q9NR46	Q9NR46		SH3GLB2		197336	283366	271344	203235	238777	225143	226151	239821	241178	349473	248642	336004	235582	336973	247549	318262	317102	261367	367266	346978
Q9NR50	Q9NR50		EIF2B3		473051	238644	237102	494143	659291	703795	672718	691224	764880	419473	687360	421228	701170	448986	691877	434712	450318	463228	450193	462331
Q9NR56	Q9NR56		MBNL1		454186	372413	372596	421302	563233	566840	548967	586717	606154	479043	586454	527702	590127	474899	585464	446796	547950	514227	470273	575669
Q9NRD1	Q9NRD1		FBXO6		27601			27519																
Q9NRF8	Q9NRF8		CTPS2		203344	213212	204226	185652	269489	208670	269616	234407	261681	286701	215915	244367	202261	288052	254447	319999	302061	289337	277457	293739
Q9NRF9	Q9NRF9		POLE3		212350	197659	209272	223455	512740	474843	486121	553718	583567	522855	444528	444331	472997	425111	400349	534496	436130	503198	540439	522096
Q9NRG0	Q9NRG0		CHRAC1		275815	308120	317444	271025	365030	362056	344349	340900	466254	388790	354500	367940	362584	370964	418567	402276	389284	391379	376150	356196
Q9NRG1	Q9NRG1		PRTFDC1		16285.2	16155.9	16843.3	16020.1		44967.5														
Q9NRG4	Q9NRG4		SMYD2		7031.81	8665.55	8213.02	5914.45																
Q9NRG9	Q9NRG9		AAAS		207924	163608	181851	203370	232416	237422	248811	203625	240631	167515	244354	167526	206368	190118	214644	166675	182360	126045	144078	179140
Q9NRK6	Q9NRK6		ABCB10		112188	93871.7	80462.2	112249	182413	216240	197073	198706	198122	93849.2	200924	159651	183540	114912	182010	172636		131999	143604	132294
Q9NRL2	Q9NRL2		BAZ1A		189272	292291	300869	188647	159494	193688		161773		61640.3			253542			100245		322453		
Q9NRL3	Q9NRL3		STRN4		93320.7	43975	43129.2	86908.7																
Q9NRN7	Q9NRN7		AASDHPPT		279138	103947	94615.9	276328	414996	383198	351866	345616	403254	150394	401481	119708	390574	191771	399119	90214.3	103723	141326		123908
Q9NRN9	Q9NRN9		METTL5		120575	69826.1	58872.8	120920		228933	237824				131758				218994					
Q9NRP0	Q9NRP0		OSTC		27476.3	68214.7	46088.1	16684.8	11783.5					119887		111835		116835		123485	117809	103647	120210	114911
Q9NRP2	Q9NRP2		CMC2		266661	596138	575459	528828		123767	141461		145035				177504							
Q9NRR4	Q9NRR4		DROSHA		24559.8	35264.5	37702.4	26714											10145.2					
Q9NRR5	Q9NRR5		UBQLN4		167657	79303.6	85486.6	150043	205507	172923	177846	176193	172859	43394	216006	44863.2	191932	75547.5	188697		64964.5	102070	100550	116877
Q9NRS6	Q9NRS6		SNX15		41702.2	31523.7	36014.5	42472.6																
Q9NRV9	Q9NRV9		HEBP1		43507.8	255776	240023	35357.4						269438		274532		259587		228584	278107	281238	202235	288501
Q9NRW1	Q9NRW1		RAB6B					21476.7													82330.9	89665	85532	
Q9NRW3	Q9NRW3		APOBEC3C		65427.1			46558.3																
Q9NRW7	Q9NRW7		VPS45		34711.8	55369.9	53411.8	29602.1	169953															
Q9NRX1	Q9NRX1		PNO1		179950	116531	112663	159929	107242	123364	114908	111482	133011		99931.9	61152.9	113722	56075.1	122272	61368	42810	52313	27168.1	63108.2
Q9NRX2	Q9NRX2		MRPL17		206813	355435	288430	197902	132687	177002	142350	149306	188165	159276	151099	196526	169323	245877	149956	212837	241938	234726	226285	181527
Q9NRX4	Q9NRX4		PHPT1		330976	275814	258931	331446	147982	133360	137207	131924	112531	100055	115877	122762	116301	90093.3	171815	127349	111046	77443.4	101575	105710
Q9NRX6	Q9NRX6		TMEM167B		41446.8	12236.6	14433	68735.7																
Q9NRY2	Q9NRY2		INIP		23945.5	21223.3	21702.8	22174																
Q9NRY4	Q9NRY4		ARHGAP35		38406.8	34065.4	34120.7	36420.4	46023.3	41292.8							34184.7							
Q9NRY5	Q9NRY5		FAM114A2		79591	36566	35071.4	58467	252756	234338	334126	263470	195040		213817		201313		257401					
Q9NRZ9	Q9NRZ9		HELLS		30766.3	75176.7	80055	34703.2																
Q9NS69	Q9NS69		TOMM22		147031	95216.7	315550	188815	188793	169912	269665	185048	130602	273853	252749	293408	110075	125698	467877	143002	467157	378531	542948	448043
Q9NS86	Q9NS86		LANCL2		78743.8	63217.3	57636.5	76162.5	89025.6	83311.4	66019.7	66783.2	77625.3	26004.3	75888.9	84099.1	69038.3		68119.5			37025.1	90747.7	55505.1
Q9NS87	Q9NS87		KIF15		331325	147683	109095	327054	270645	341726	417675	303532	150419				194046							
Q9NS91	Q9NS91		RAD18		164156	41774.5	50837.2	186434	147866	178075	181945	183809	178635		201458		155251		237610					
Q9NSA3	Q9NSA3		CTNNBIP1		15749.5			18024.3																
Q9NSB2	Q9NSB2		KRT84			1.0019e+06	1.29927e+06																	
Q9NSD9	Q9NSD9		FARSB		444274	316868	311837	440935	533037	526713	511233	544238	543020	337837	513211	360127	505389	366591	527156	351992	360572	365196	347273	359372
Q9NSE4	Q9NSE4		IARS2		213097	199785	200513	230200	210904	213750	187269	229188	218159	241830	222650	167137	207392	186400	206405	244182	235697	272023	255861	207341
Q9NSI2	Q9NSI2		SLX9		137512	123683	109231	131909	148948	129096	151187	140346	130609	140354	121178	96000.5	126703	104289	131063	110305	125992	84405.9	118489	136018
Q9NSI8	Q9NSI8		SAMSN1		467277		35276.6	455707	465729	517182	509530	546478	519693		531808		492206		556563					
Q9NSK0	Q9NSK0		KLC4		24021.8	24055.9	29930.3	25809.6		83882.8							50855.2							
Q9NSP4	Q9NSP4		CENPM		26698.9	19936.9	21858.2	23682.6																
Q9NSY1	Q9NSY1		BMP2K		143563	43753.1	79449.5	150011	153122	143405	130853	193824	190827		163658		119990		153046					
Q9NT62	Q9NT62		ATG3		133490	108284	108238	145411	300812	257878	266547	248700	191515	221464	245319	320506	196619	246151	178880	239148	207319	249123	263626	247953
Q9NTI5	Q9NTI5		PDS5B		73720.6	251107	222947	66732.7						236794		371360		480091		247859	434542	389074	302240	399289
Q9NTJ3	Q9NTJ3		SMC4		629387	599801	585700	582280	872083	831143	796977	838629	787234	767034	777362	773988	792661	826563	807741	745956	702042	882474	769630	790066
Q9NTJ5	Q9NTJ5		SACM1L		45170.6	169578	169669	47025	100626	94626	107464	108039	106004	213306	93329.9	215236	114461	201560	111677	212419	231558	225492	249643	233534
Q9NTK5	Q9NTK5		OLA1		1.73028e+06	928240	933465	1.64417e+06	1.90216e+06	1.98311e+06	2.05045e+06	2.09363e+06	2.07106e+06	1.37663e+06	2.10108e+06	1.22201e+06	2.22902e+06	1.30658e+06	2.1798e+06	1.2785e+06	1.22085e+06	1.29974e+06	1.41104e+06	1.21833e+06
Q9NTM9	Q9NTM9		CUTC		53698.9	93004.2	82189.8	51185.8																
Q9NTX5	Q9NTX5		ECHDC1		144862	143577	168175	138816	237273	208222	207594	203685	217913	266487	180400	207106	201541	346083	195868	322322	188792	271730	208870	292979
Q9NTZ6	Q9NTZ6		RBM12		695832	558224	558601	698908	651190	696178	691351	700364	707624	613320	695552	644948	713366	611606	713269	598805	624225	536469	533908	583081
Q9NU22	Q9NU22		MDN1		720714	367044	388837	726425	1.1926e+06	1.18117e+06	1.03991e+06	1.09987e+06	1.28152e+06	606875	1.06055e+06	611773	1.06824e+06	295463	1.11151e+06	1.05841e+06	924520	1.33894e+06	769027	1.90291e+06
Q9NU23	Q9NU23		LYRM2		51799.7	63577.4	64242.8	47737		239771	206078	233124	207079		226381	242051			200854					199419
Q9NUD5	Q9NUD5		ZCCHC3		63509.8	24420.2	28582	71148	88469.4	89434.1	72412.8	70662.6	71234.1		58199.8		69695.7		70410.9					
Q9NUI1	Q9NUI1		DECR2		65917	105946	108140	28664.3						91175.4		107231				57407.1	90490.2	101180		45747.4
Q9NUJ1	Q9NUJ1		ABHD10		54649.7	88278	88115.8	50127.6	77903.3	94794.1	64532.9	80401.4	82682.5	96899	85683.6	78883.8	61264.3	91786.8	72353.1		116052	79871.9	86134.3	97449.3
Q9NUL3	Q9NUL3		STAU2		133795	94464.7	85179.5	153535	113475	172631	123849	128661	211136		145379		147947		132153					
Q9NUL7	Q9NUL7		DDX28		32159.5	47609	45192	25361.2		107688											89307.3			
Q9NUM4	Q9NUM4		TMEM106B		48747.5	71736.4	73799.6	45164.6	18944.9											69072.2	139450			144075
Q9NUN5	Q9NUN5		LMBRD1		6384.22																			
Q9NUP1	Q9NUP1		BLOC1S4		13972.5	31808.6	31281.5	15284.8																
Q9NUP9	Q9NUP9		LIN7C		70000.3	105205	106090	67470.6	69375.6	65092.3	69604.8	58267.8	40842.5	83878.5	60083.7	107196	44873.2	76029.9	56836.6	91705.9	78092.5	60270.2	94275.9	96949.7
Q9NUQ2	Q9NUQ2		AGPAT5		146059	97505.3	92494.3	198425	48217.3	29520.5	41851.8	38976.1		40218.1	30872		42563.2	37307.1	31619.5	46108.2	26980.1	35441.3	54153.3	38039.4
Q9NUQ3	Q9NUQ3		TXLNG		141395	118157	111998	131381	130351	141946	129012	140134	158857	80897.5	127848	81584	130267	78660.5	130399	51780.4	75619.9	57254.3	86498.4	83917.5
Q9NUQ6	Q9NUQ6		SPATS2L		19294.7	14838.5	13819.8	26449.1																
Q9NUQ7	Q9NUQ7		UFSP2		19599.1	30313.3	31535.3	18987.7										90991.7			42662.2	61270.4		
Q9NUQ8	Q9NUQ8		ABCF3		186434	242353	261840	213928	234926	252095	220591	227930	222928	285258	244621	276653	209935	299543	215409	281736	305627	236410	292623	286805
Q9NUQ9	Q9NUQ9		CYRIB		978211	497170	595555	1.02264e+06	838742	963424	1.04049e+06	1.08172e+06	1.09781e+06		1.01502e+06		947753	649633	871975		626200	877282		865931
Q9NUT2	Q9NUT2		ABCB8		46641.6	35056.2	33407.4	38772.4				61064.7					74132.1							
Q9NUU7	Q9NUU7		DDX19A		618719	577644	500152	628906	455234	416599	534503	432172	460127	292254	501092	363217	510691	370914	442322	355075	354580	332141	347306	341248
Q9NUW8	Q9NUW8		TDP1		13152.3	22346.9	24401.8	13429.2	463107	539541		535307	629143		281516				279259					8764.33
Q9NUY8	Q9NUY8		TBC1D23		47894.6	38972.4	41979.3	45352.3	61362	88840.3	49571.5	106919	92756.2		98291.9	357316	108534	379200	60125.3		156294			199334
Q9NV06	Q9NV06		DCAF13		209310	129918	129479	202414	230048	210438	212258	207519	191148	122753	190234	161769	201036	111025	223264	107118	115318	143772	134868	140026
Q9NV31	Q9NV31		IMP3		170218	170716	153343	148922	319298	319019	353071	313207	374462	312722	316417	255440	335515	280735	325577	321919	290141	274876	281281	269771
Q9NV35	Q9NV35		NUDT15		11324.2	13810.8	15711.6	12761																
Q9NV56	Q9NV56		MRGBP		37378.5	24820.8	27128.9	34565.1	72252.7	57534.1	51814.2		25867											
Q9NV70	Q9NV70		EXOC1		122942	131253	117063	116292	229873	222032	223662	185084	180821	208545	189937		195424		187035					
Q9NV88	Q9NV88		INTS9		49170.7	20305.5	20420.8	46372	16374.9		37831.9	26982.7					38543.5		23879.9					
Q9NV96	Q9NV96		TMEM30A		42903.6	32178.4	30555.8	43014.2		17274.1			23417.6											
Q9NVA1	Q9NVA1		UQCC1		18219.7	12710.4	14159.6	18679.2	10963.6															
Q9NVA2	Q9NVA2		SEPTIN11		699449	383655	445455	709694	662290	641637	718052	644516	598115	468933	695499	380033	793626	457319	751879	499792	542122	472746	525250	451689
Q9NVA4	Q9NVA4		TMEM184C		15859.3	10162.2		23364.8	31981.2	30897.3				23986.5					30787.7					
Q9NVD7	Q9NVD7		PARVA			73412	69822.7							77011.1		61717		79467.9		63592.6			68614.3	47135.9
Q9NVE7	Q9NVE7		PANK4		78858.1	57735	56284.1	76228.5	162573	137896	146649	144211	179775		154476		132314		143468	99677.9	187278	147933		
Q9NVG8	Q9NVG8		TBC1D13		50792.7	87276.2	89857.7	50941.5								97441.3					73864.1			
Q9NVH1	Q9NVH1		DNAJC11		182315	133650	129591	161690	235676	223903	205005	193216	213816	162973	219624	66976.5	207697	119904	204581	126023	141828	151305	104522	126285
Q9NVH2	Q9NVH2		INTS7		74792.4	52073.6	48857.8	74259.6	53235.3	60439.2	87589.1		79399.9		63917.7	53779.9	58574.1		85016.8			45983.9		
Q9NVI1	Q9NVI1		FANCI		513335	332307	358525	463962	718601	638249	660442	577340	572097	353073	605105	350218	681633	444655	477628	289638	441367	417096	189946	531026
Q9NVI7	Q9NVI7		ATAD3A		1.18072e+06	1.00885e+06	1.03073e+06	1.15503e+06	1.28984e+06	1.23658e+06	1.20379e+06	1.29197e+06	1.25478e+06	981468	1.27645e+06	1.11309e+06	1.27462e+06	1.06478e+06	1.30088e+06	1.0855e+06	1.03375e+06	1.04831e+06	1.07119e+06	971076
Q9NVJ2	Q9NVJ2		ARL8B		238518	343053	325828	248908	188633	184949	244727	183067	215692	356897	248166	317224	222643	233299	234201	385369	422667	352278	315485	302374
Q9NVM4	Q9NVM4		PRMT7		47761.6	20733.5	23774	46845.8	45086	53142.7	58639.9	53012.5	33818.8		46873.3		69296		65775.7					
Q9NVM6	Q9NVM6		DNAJC17		74385.4	62597.5	80124.7	88196.6	304848								289563							
Q9NVM9	Q9NVM9		INTS13		303248	209943	205967	280650	216502	268741	214912	265151	206285	156650	263102	223636	219810	151908	247162	165433	127481	144587	105613	169509
Q9NVN8	Q9NVN8		GNL3L		36950.1	30228.1	30761.1	37508.3		77942.7	109866	104179			77127.5		86878.9					40145		
Q9NVP1	Q9NVP1		DDX18		447545	276856	278127	491711	484604	494876	492631	472294	491214	266630	522448	294209	500512	263344	497393	293605	276845	279159	275955	271879
Q9NVP2	Q9NVP2		ASF1B					2.94863e+06							241957		228848		195463					
Q9NVQ4	Q9NVQ4		FAIM			13274	16704.8																	
Q9NVR2	Q9NVR2		INTS10		34944.4	41795.8	40226.9	35412																
Q9NVR5	Q9NVR5		DNAAF2		4.00683e+06	1.1522e+06	1.46287e+06	3.70121e+06	1.04885e+06	1.94282e+06	407825		2.04988e+06	1.92233e+06	1.21518e+06	1.77514e+06	1.48037e+06	1.84767e+06		2.13919e+06			1.82306e+06	1.01024e+06
Q9NVS2	Q9NVS2		MRPS18A		162526	152188	168847	178377																
Q9NVS9	Q9NVS9		PNPO		107433	204892	230235	104241	114272	110888	95234.4	112027	93220.6	197718	113735	180724	89035.2	178869	82911.9	170387	194279	183721	169826	120494
Q9NVT9	Q9NVT9		ARMC1		292036	152551	172182	303796	396472	399946	386054	415314	404113	154506	418393		398025		420758					224089
Q9NVU0	Q9NVU0		POLR3E		43191	24712.8	25332.6	42980.2		32293.3	25732.4				47537.8				28179.7		19410			
Q9NVU7	Q9NVU7		SDAD1		31329.1	72475.9	72814.9	41776.7		137616	115634	131897	40816	150666		153847		171772	65023.5	124120	110587	120746	109468	117885
Q9NVV4	Q9NVV4		MTPAP		516215	218591	201980	511508	514527	681889	359943	562091	523787		570525		474775		520599					294179
Q9NVX0	Q9NVX0		HAUS2		23547.4	14002.4	10760.1	20690.6																
Q9NVX2	Q9NVX2		NLE1		237520	139957	133273	218963	230764	226847	229034	222777	213887	77818.4	190033	86931.6	207914	87645.5	202377	107893	110633	94528.2	101325	85288
Q9NVX7	Q9NVX7		KBTBD4		3369.37	9890.59	11038.4	3439.3																
Q9NVZ3	Q9NVZ3		NECAP2		255825	240353	90387.3	300556	1.04961e+06	884694	729331	1.03699e+06	739767	382111	874871	555189	810061	1.18355e+06	848057	482872	1.28733e+06	1.31628e+06	1.27553e+06	1.29994e+06
Q9NW13	Q9NW13		RBM28		343043	523290	525802	360523	418667	382687	378867	327506	420657	473698	392267	500708	372964	481280	366385	489978	571968	483770	558578	524400
Q9NW64	Q9NW64		RBM22		325261	176808	187156	351718	457100	497392	449381	350078	314424	120897	459128		455677		438358		629553	552082	591451	
Q9NW68	Q9NW68		BSDC1		105497	41897.5	64720.4	106203	181878	154182	158923	240163	199764		201353		171558		185319					
Q9NW82	Q9NW82		WDR70		178673	146627	148145	175280	123356	117018	132435	149464	120071	71576.8	132039	79775.3	120838		151128		81706.4	148995		95009.5
Q9NWB6	Q9NWB6		ARGLU1		889110	1.00301e+06	976320	783795	1.84601e+06	1.9201e+06	1.95971e+06	1.72356e+06	1.68643e+06	2.68511e+06	1.59869e+06	2.29217e+06	1.61863e+06	1.79914e+06	1.82888e+06	1.80189e+06	2.04414e+06	1.89825e+06	1.84362e+06	2.12005e+06
Q9NWH9	Q9NWH9		SLTM		163035	161455	151438	151287	264783	282007	251454	258855	280573	248683	213876	258228	249112	218195	263458	239976	250106	249723	216340	259886
Q9NWK9	Q9NWK9		ZNHIT6		37746.1		51298.9	44757.6																
Q9NWQ9	Q9NWQ9		C14orf119		6133.42			8074.65																
Q9NWS0	Q9NWS0		PIH1D1		210671	120361	36509.5	198982	256152	270683	289864	278256	249774		185320		266330		245517	265258	101710		336356	
Q9NWS6	Q9NWS6		FAM118A		11716			9753.75		28712.2		34413.6												
Q9NWS8	Q9NWS8		RMND1		22143.5	46164.5	36898.6	36774.1																
Q9NWT1	Q9NWT1		PAK1IP1		169528	160133	186627	204116	282260	306754	288980		298401	284960		250034	338718		240741	291938	202559		244999	268530
Q9NWT6	Q9NWT6		HIF1AN		14805.9	47879.9	47058.5	8913.04	62418.2			72393.2					42814.3		54103.3					
Q9NWU1	Q9NWU1		OXSM		27581.7	32068.8	31545.7	24059.1																
Q9NWU2	Q9NWU2		GID8		112474	43817.6	38859.1	120136	93787.8	57786.1	105073	62080.8	32877.4		92205.6		99893.6		104385					
Q9NWU5	Q9NWU5		MRPL22		163901	260981	290420	178654	221069	233186	208678	188515	207917	268157	198738	278679	204069	269113	223275	260941	277118	279891	290436	264769
Q9NWV4	Q9NWV4		CZIB		338135	172097	176121	344618	420489	411538	421401	400122	423281	189613	340401	182876	389330	164238	369417	238720	181438	151989	195132	178840
Q9NWV8	Q9NWV8		BABAM1		206600	238548	241035	203640	313129	267141	305524	284884	303067	337102	303496		408830	331323	296440	304841	351474	226818	356752	
Q9NWW5	Q9NWW5		CLN6			56390.4	63690																	
Q9NWX6	Q9NWX6		THG1L		145767	88489.3	97255.1	136241	76453.2	102533	91077.9	66891.5	87229.4		93657.1		111951		103049				54515.4	41996.6
Q9NWY4	Q9NWY4		HPF1		133503	37102.1	41349.8	119711	137208	134268	130688	119595	144218		136366		127146	45592.2	119011	28971.8	38251.5			15593.8
Q9NWZ3	Q9NWZ3		IRAK4		155052	158097	130917	159210			210444		369931				183894							
Q9NWZ5	Q9NWZ5		UCKL1		56747.1	55137.8	56141.8	63186.8	90770.2			281710												
Q9NWZ8	Q9NWZ8		GEMIN8		7607.27	6279.58	9197.72	13033.4																
Q9NX02	Q9NX02		NLRP2		42772.1			54435.8	166073	165050	155244	175812	99295.1		120981		100579		122014					
Q9NX05	Q9NX05		FAM120C			54408.8	52855.2							237372		232395				249299		230085		251779
Q9NX07	Q9NX07		TRNAU1AP		20230	16486	11119.9	17514.3																
Q9NX08	Q9NX08		COMMD8		7261.63	11875.8	15990.8	10153.8																
Q9NX14	Q9NX14		NDUFB11		213277	338539	358304	223284	231878	229180	226802	231924	251259	325010	233999	337575	230852	315363	263365	324290	324769	351780	289992	323053
Q9NX20	Q9NX20		MRPL16		72138.8	119866	103927	76826.8						212091		186939		229245		210926	200676	204918	174389	178840
Q9NX24	Q9NX24		NHP2		547075	403649	381492	555899	682660	624338	681009	651641	653827	545123	606172	571182	677666	561388	638213	580583	482863	570457	480200	500261
Q9NX38	Q9NX38		ABITRAM						89255.4		72153.6													
Q9NX40	Q9NX40		OCIAD1		697722	255830	243300	606652	648314	684868	606818	688759	686229	184935	604814	250880	657015	213505	665017	249502	203954	188858	207586	220271
Q9NX46	Q9NX46		ADPRS		398176	323257	308869	491118	663213	660424	618815	799551	763967	568307	653692	506202	660629	681852	672368	830228	473781	486226	683499	508836
Q9NX47	Q9NX47		MARCHF5		19102.7	31311.7	25503	27120											11054.2					
Q9NX55	Q9NX55		HYPK		739755	303712	373126	787174	485979	288183	494836	419357	448302	159931	339843		483442		423451		233373	202335	187017	215492
Q9NX58	Q9NX58		LYAR		163553	163276	162321	173009	170155	133829	150419	143627	134826	177948	131558	104145	122627	109992	113974	128903	80567	113112	121048	126139
Q9NX62	Q9NX62		BPNT2		20366.6	18437.5	23388.3	32968.4			15393.8													
Q9NX63	Q9NX63		CHCHD3		649286	593172	550533	612679	760672	781330	719829	762497	759420	597272	745325	616086	725945	598512	733213	586309	629582	629718	633102	621889
