Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk2.raw
Q96PK6	Q96PK6		RBM14		261215	296706	283253	279933	271935	260775	264933	190134	273373	221660	205951	202268	242221	214251	241604	238455	217171	236312	228923	225144	269034	283014	277936	290728		
Q96QK1	Q96QK1		VPS35		118585	103353	111540	111693	110925	106214	114807	109111	111004	104471	107946	100255	103693	111004	108067	110733	115410	103377	104945	109640	116194	119800	119851	121641		
Q96TA1	Q96TA1		NIBAN2		63840.1	61561.6	66868	71920.6	42073.8	50696.8	53862.1	44041.2	66867	52659.6	55882.4	64959.8	59567.1	62264.9	68778.5	64623.8	66362.6	57927.4	71926.4	63430.6	56022.1	59713.9	70056.9	60829.4		
Q99436	Q99436		PSMB7		129765	132286	137686	130654	117205	116719	130569	108336	129989	120761	118115	120387	108089	107041	111751	115686	108088	115244	112029	110039	115628	115495	117873	104629		
Q99439	Q99439		CNN2		17817.6	22378.8	15654.7	14709.2	17803.3	18593.3	20524.4	19765.3	15717.9	19032.5	19952.4	19486.6	18714.2	16551.3	20997.3	20941.5	19582.5	18582.8	20534.3	24744.6	19130.9	19564.8	15961.8	16627.1		
Q99459	Q99459		CDC5L		12088.3	15658.7	13777.2	12486.2	13217.3	14909	15545.8	10511.8	11982.5	11886.7	11741.6	9921.01	12075.9	11628.7	13278	10534.2	12928.1	11346.8	11655.6	9601.83	14615	11122.6	11762.5	11854.2		
Q99460	Q99460		PSMD1		32327	35501.5	33580.7	35251.5	31964.6	35627.7	37638.5	41857.2	33461.4	44546.2	38540	43393.5	39451.6	37801.7	39481.7	37973.3	37635.6	43704.6	37952.2	43772	43962.3	43416.2	44210.9	40532.1		
Q99471	Q99471		PFDN5		20082.8	27418.8	20066.3	24389.3	27458.8	20538.5	26613.1	25316.6	21659.5	27421	25010.3	25210.1	26382.1	24631.8	26127	28499.7	24084.6	27779.3	24154	26370.9	31065.9	27666.8	27821.2	25118.6		
Q99490	Q99490		AGAP2		308034	399929	382394	346154	295825	253680	362235	254462	341096	235136	233514	235251		268721		279834	268612	271883		256349	218222	205459	212377	225798		
Q99497	Q99497		PARK7		525878	544563	555959	561064	517695	521886	563239	556440	539516	588508	541232	558304	580315	558409	556242	535302	553959	568008	551425	534830	627083	619794	625616	628766		
Q99536	Q99536		VAT1		79475.7	67719.5	87804.7	93422.6	62564.3	70740.4	75577.1	75341.7	81238.8	84835.3	84274.3	93861.7	81892.6	84682.8	89793.4	87639.9	91508.1	79709.5	98432.4	83086.2	76499.3	87098.9	95324	82103		
Q99567	Q99567		NUP88		6552.27	4619.96	4822.06	4619.41	4757.09	6663.35	5300.09	5007.83	6532.97	4980.7	6102.49	5138.97	9491.24	6689.84	8528.3	7591.74	9484.84	8039.83	7796.05	8334.08	7104.76	2725.58	6905.79	5131.03		
Q99584	Q99584		S100A13		111396	107214	104672	115955	106837	115995	106796	127499	111499	135242	127389	127048	133853	139533	128517	131081	138821	146643	133730	134510	118062	118683	127315	117015		
Q99623	Q99623		PHB2		137604	142821	140708	133884	132719	137135	131327	150208	140547	147821	154602	153978	144333	137433	142700	144390	138369	138091	147588	136974	140961	149795	144523	141040		
Q99714	Q99714		HSD17B10		248406	228416	240808	250625	235250	241406	229595	240052	237348	262981	248687	261119	259967	250025	252507	263067	241575	252185	263319	258917	237102	240770	253184	234844		
Q99733	Q99733		NAP1L4		151309	143040	146508	149734	154486	131069	144412	163445	170129	152727	153799	157735	130017	136350	137100	135823	137725	122533	153026	125167	144862	144625	149675	136367		
Q99832	Q99832		CCT7		197869	177914	203539	202949	173301	182093	196253	201913	193669	198733	195350	201580	178180	176090	172259	174945	183919	160002	184418	170834	186228	195770	194627	187969		
Q99848	Q99848		EBNA1BP2		61436	59156	53358.1	55374.2	59941.5	60546.7	61024.1	65727.8	59507.1	65247.5	62941.1	60024.4	57523	59701.5	56497.4	56947.9	57020.4	55112.7	60030.1	61771	56375.9	59664.4	58591.1	60412.2		
Q99873	Q99873		PRMT1		183500	131700	182757	154859	192300	178593	179829	182898	173155	194104	184677	156669	166203	181204	175694	171770	181802	172527	171115	178669	172529	180760	203411	199406		
Q99961	Q99961		SH3GL1		51006.1	39633.5	43778.8	45558.5	41279.1	44500.2	41701.7	37158.8	40457.3	34593.8	34320.7	33207.7	31489.3	32398.8	27644.6	30177.2	28058.5	29587.8	29193.4	27760.1	32756.4	37202.3	39771.7	38244.1		
Q9BPX5	Q9BPX5		ARPC5L		17969.8	18250.5	21735.8	19262.3	22862.7	19253.3	22501.9	22831	19113	20294.7	20827.3	22942.1	21616.6	18026.9	17617.6	15465.4	16817.9	17431.1	19002.9	20336.2	21377.8	19525.2	20168.7	19661.3		
Q9BQ69	Q9BQ69		MACROD1		44640.7	45015.5	36814.5	36344.5	40798.3	42617.2	44633.3	58773.8	41537	57495.9	60069.1	59205.5	54602.1	42677.4	44760.2	51032.9	46138	49514	50744.9	47313	54237.4	47169.9	48861.7	48065.8		
Q9BQA1	Q9BQA1		WDR77		41681.7	32807.1	41612	42780.8	42429.6	42688.1	40739.7	43972.7	39714.4	46594.5	46535.1	43316.7	39440.3	45244.1	48210.4	48137.2	57154.7	45219.6	56931.8	53227.3	43676.1	40033.8	42517.2	35138.8		
Q9BQB6	Q9BQB6		VKORC1		29304.9	26102.7	25936.5	25097.3	25039.4	25260.5	26985.8	50197.8	24646.1	51020.5	43310.3	41903.4	29097	28162.5	30942.9	31983.2	29872.9	29845.4	28644.2	29426.8	27738.3	32105.8	29547.8	26727		
Q9BQG0	Q9BQG0		MYBBP1A		38683.6	43279.1	41049.8	41975.8	50180.7	49676.8	45503.7	35245.9	37653.1	30664.2	36066.3	39275.8	29698.7	34774.5	28408.7	33693.8	32826.5	32155.5	27481.4	30755.7	32799.1	28626.3	39108.8	35402.2		
Q9BR76	Q9BR76		CORO1B		38203.8	29172.3	37353.5	38854.8	24680.2	27871.5	33837.8	26652.3	35054.9	29766.8	32692.4	32998.2	31625.2	34036.3	29547.7	34274.7	31451.3	26612.2	37686.8	29132.8	27361.2	26564.9	33561.2	30311.4		
Q9BRA2	Q9BRA2		TXNDC17		192521	183074	156571	192217	199272	223339	206243	171206	208817	147813	151903	142686	153110	157075	140464	162467	148284	158081	145711	140094	171465	166538	161340	187777		
Q9BS26	Q9BS26		ERP44		37082.1	39164.2	38725.3	37015.7	40125.9	38363.9	40399.4	35778	37232	36974.8	35098	35162.2	32528.5	33464.9	37362.2	28726.2	34580.8	37269.7	33233.2	34411	35452.3	34462.6	34571.9	38824.9		
Q9BSJ8	Q9BSJ8		ESYT1		71878.3	88073.9	74140.7	78678.7	66193.4	62307.6	73158.2	72608.2	60501.2	68151.9	55447.6	64548	60062.8	47212.3	58341	56222	51619.2	52319.6	56392	55631.9	58347.9	55548.6	46970.7	54392.6		
Q9BTT0	Q9BTT0		ANP32E		68455	71192.5	67126.6	64520.1	65717.6	70791.1	67378.6	67755.3	65136	63891.5	62327.1	57179.1	61028.5	61413.3	58184.5	56838.4	53452.2	52331.4	54705.8	55200.9	60587	56832.7	55640.2	55735.6		
Q9BUJ2	Q9BUJ2		HNRNPUL1		58976.5	60718.6	52710.8	60929.4	62641.1	58819.6	60392.9	53322.8	55116.9	60155.2	59099.7	51608.3	56260.2	56489.2	58903.8	49899.9	53595.2	57519.7	59953.9	49046.9	41962.6	35503	35868.2	40380.4		
Q9BUL8	Q9BUL8		PDCD10		49748.1	43377.9	52184.9	45888.5	46978.9	45892	50710	49437	49249.6	50187.6	46587.3	46607.6	51223.5	45982.5	49268.2	44117.3	47095	44835.9	47473.8	47868.6	46555.2	42912.4	47088.2	48404.7		
Q9BUR5	Q9BUR5		APOO		32867.5	35817.3	33617	38613	32169.2	42124.5	30064	37860.3	29296.9	33998.9	37042.5	34454.7	44816.4	37662.6	37744.8	34146	35658.6	35556.9	40572.3	34358.3	35777.7	37035.6	36381.2	37734.5		
Q9BV86	Q9BV86		NTMT1		18853.4	16651.2	15780.1	17603.6	18393.2	14314.7	16187.5	18145.1	17524.3	19933.4	21225.2	15260.5	18852.2	17401.8	16956.6	15830.2	14866.1	18512.1	17504.3	17776.2	17666	20524	13909.5	19881.8		
Q9BVC6	Q9BVC6		TMEM109		121876	109187	119628	110966	115328	114842	120673	101120	110180	89390.7	89831.6	91584.8	127376	119560	110817	124135	112177	121180	123867	118023	70642.2	71804.3	66126.3	65870.1		
Q9BVK6	Q9BVK6		TMED9		36113.4	25232.9	38655.8	32343.6	27286.5	26468.3	35603.5	35458.6	31761.1	29698.4	29286.4	31707.7	28029.2	24343.2	30929.3	28197.3	27860.9	28476.1	29635.8	28619	29242.6	29016.3	32184	33433		
Q9BVP2	Q9BVP2		GNL3		111994	108881	115107	121326	105622	106674	110847	102862	112420	97799.4	96755.1	94758.2	103068	97486.1	104942	99610.4	103028	105912	105394	110786	90733.6	93002.7	93592.3	93463.2		
Q9BXP5	Q9BXP5		SRRT		97881.1	81504	92783.2	89134.3	78685.9	96012.9	87183.5	117237	85694.7	106167	114267	109181	108885	124148	113728	122330	119380	107258	113175	122177	84620.5	91308	81783.6	69856.8		
Q9BXU2	Q9BXU2		TEX13B										118825																	
Q9BY43	Q9BY43		CHMP4A		12546.8	11889.2	6969.81	10749.4	12800.7	12062.9	8938.74	8983.62	9893.29	10101.9	9173.94	10396.2	13230	10548.2	9754.54	12274.8	9318.79	10634.9	10612.6	8566.63	8130.54	12330.2	4067.71	9164.87		
Q9BY44	Q9BY44		EIF2A		45687.9	44359.7	39896.9	45049.1	43686.9	42475.1	46314.3	19995.5	44710.5	24748.8	23067.2	19727	36209.8	34296.2	35798.3	32413.4	31628	35218.6	33247.6	36825.2	29351	28295	34293	26142		
Q9BYX7	Q9BYX7		POTEKP		4.05757e+06	3.92131e+06	3.71374e+06	3.7718e+06	4.76311e+06	4.62496e+06	4.42781e+06	5.9855e+06	4.39712e+06	5.93406e+06	6.29684e+06	6.22798e+06	4.43771e+06	4.67634e+06	4.63894e+06	4.3847e+06	4.46017e+06	4.37135e+06	4.57736e+06	4.42472e+06	6.28497e+06	6.10614e+06	5.50547e+06	6.2126e+06		
Q9BZE4	Q9BZE4		GTPBP4		70265.6	72342.9	75437.7	77922.3	70708.7	67729.5	75813.6	67411.4	69926.6	64406.8	63159.5	55786	72811.9	73096.3	70582.4	65969.7	78051.5	72416.9	77633.6	79665.1	61748	64940.9	59713.1	62793.6		
Q9BZZ5	Q9BZZ5		API5		294446	275362	286706	288280	279711	302939	282033	301306	299099	344041	295101	310979	304402	305316	288971	292966	310554	294848	281466	317898	331257	307531	341743	314326		
Q9GZZ1	Q9GZZ1		NAA50		35848.9	31716.5	35670.5	33283.7	35877.2	31613.8	34130.6	34369.8	28524	38145.9	44315.6	35040.9	42875.9	46375.7	49995.2	46302	39904.2	42396.9	48713.6	42422.4	37991.6	40825.9	32944	36155.3		
Q9H074	Q9H074		PAIP1		60020.9	57793.6	52784.5	56833.4	58113.7	54505.5	59758.3	33846.5	50123	36081	41930.4	32490.7	64284.1	55508.5	53819.2	56037.1	52864.3	58835.4	58462.7	56842.6	26319.3	30949.8	30201.9	34897.3		
Q9H0S4	Q9H0S4		DDX47			21742.6											13674.5	15085.5	14692.2					11149.4		17177.5				
Q9H1E3	Q9H1E3		NUCKS1		174714	180024	178798	175400	189428	192496	184728	162997	181803	152983	160038	154563	114397	112889	117360	113122	110150	128845	117949	116233	156475	162333	164853	162810		
Q9H299	Q9H299		SH3BGRL3		57258.1	52403	54739	50921.6	57533.9	52056.4	54895.6	68222.2	56945.8	67533.9	72419	71656.5	67857.2	69585.8	70896.7	65788.5	67936	63835.7	74847.3	70873.3	72474.5	68669.9	66786.2	69753.9		
Q9H2H9	Q9H2H9		SLC38A1		35869	32922.7	34810.5	42151.6	37485.7	36839.8	37243	32293.8	40214.9	28750.2	25169.2	24266.2	31216	28856.3	27100.8	27336.4	30801.2	28672.9	30423.3	34692.2	30193.4	28823.1	25637.8	24726.1		
Q9H2U2	Q9H2U2		PPA2		43680.5	38985	39987.9	39028.5	41828.8	41674.6	41592.5	42825.4	38386.9	41714.5	41417.9	39574.7	43373	43082	41597.8	42455.6	41134	43185.3	42886.9	40422.8	33797	37472.8	36933.1	33159.8		
Q9H3K6	Q9H3K6		BOLA2B		13372.8	10522.3	18425.7	18191.4	4789.53	5764.12	8214.43	11376.8	7345.26	12861.2	12480	18427.9	9557.48	6936.32	8596.37	11800.6	8126.88	4260.06	13773	8047.17	10151.4	13273	16662.8	13273.9		
Q9H3N1	Q9H3N1		TMX1		62869.9	63621.5	60915.8	55711.2	62827.7	67040.8	63991	60612.3	58737.5	59727	59902.9	55661.8	67068.3	65128.1	64032.4	67843.7	64877.4	63965.2	59989.3	66093.9	62010.9	65361.9	67235.3	68788		
Q9H444	Q9H444		CHMP4B		14428.8	16645.8	13284.9	11882.9	13231.8	13097.2	10122.1	16448.1	14827.4	14188.1	13302.9	11002.7	12734.8	13359.3	13138.1	9418.36	12496.7	12273.8	12299.9	14000.3	14527.8	12291.7	11499.9	25370.3		
Q9H4B7	Q9H4B7		TUBB1			171747	190367	187589	46515.1		188935	72560.7	180597	72272.9	82505.6	74352.4										313756	297891			
Q9H6F5	Q9H6F5		CCDC86		230190	225169	197842	205581	203181	220764	226303	41636.3	192550	49514.2	42609.8	40924.2	42926.9	36129.5	38968.7	40558.6	39978.4	40116.6	36681.6	32643.5	46251.9	43237.7	43561	42502.3		
Q9H773	Q9H773		DCTPP1			12372.8	7638.9	8443.17			7870.11	15433.5	7738.42	13862.7	11237.8			9756.41	8487.91	8516.51		12939.7	10875.5	9805.3	10551.2	9174.47	10886.8	7140.44		
Q9H853	Q9H853		TUBA4B				60087.8					75927.4	67229.6	66267.2	65046.5	68500			72223.6				73629.1		72216.7	65866.2				
Q9H910	Q9H910		JPT2		51911.6	52545	43424.5	47949.8	48791	47596.8	51529.2	51785.4	42320.7	48120.2	54051.7	46704.8	52743.9	54262.4	51270	54415.8	48471.1	49343.6	53846.9	57060	48182	50768.7	47321.1	48566.7		
Q9H9B4	Q9H9B4		SFXN1		33770.2	33228.2	28379.4	28999	31776.6	36688.7	30895.1	27113.4	33054.4	26883.7	30760.7	28521.7	23863.9	27285.1	26021.2	29849.2	23724.5	25261.2	23382	21517.2	31116.4	30185.7	30123.2	28347.3		
Q9HB07	Q9HB07		MYG1		51188.3	58641.1	55140.8	61103.8	54964.3	64323.9	59156.7	50129.5	58650.4	52884.7	47316.3	50222.6	45075.2	39522.1	49660.4	45854.5	42977.8	47148.4	49508.6	43085	56958.4	62042.3	61193.1	60317.3		
Q9HB71	Q9HB71		CACYBP		221070	200738	207189	211445	224633	228222	230786	217310	206971	209175	218641	217458	227839	220509	215095	210971	226681	230593	221230	226048	207728	208160	218210	217162		
Q9HC38	Q9HC38		GLOD4		55462.6	54177.6	60152.1	53628.5	60336.2	60290.2	50767.5	61014.4	55423.5	61291.3	63741	59995.1	65097.9	56434.1	55767.1	55451	56929	61176	54825.9	62226.5	61899.6	57480.9	64275.6	65073.1		
Q9HDC9	Q9HDC9		APMAP		29003.1	27512.1	29801.8	33867.3	28809.2	30077.8	30299.7	22633.8	28991.9	25558.9	23224.4	20551.2	32092.3	33860.6	35363.3	32452.4	33953.3	31372.2	30401.8	35739.5	29393.2	26530.7	27526	29896.1		
Q9NPD3	Q9NPD3		EXOSC4		25297.8	25938.2	26599.4	25522.4	30947	30562.9	24110.5	28713.7	27966.1	28440.9	33160.9	30343.4	25593.2	23243.3	21220.1	23025.3	21980.3	22138.4	25847.9	21171.5	23161.4	21522.2	23995.4	27227.4		
Q9NPJ3	Q9NPJ3		ACOT13		88064.5	92763	93596.2	94353.8	88557.7	95153.2	100806	84206.5	100062	72013.6	68246.3	70957.5	65198.3	66187.4	68716.1	70740	78817.6	69018.4	62920.4	64154.5	82440.5	83185.3	84447.1	74196		
Q9NQC3	Q9NQC3		RTN4		115215	117314	114207	103837	94363.9	102872	125348	107323	114043	132968	125998	127274	166095	162635	177373	173954	175886	186301	178306	188151	168271	160645	175328	185133		
Q9NQP4	Q9NQP4		PFDN4		5973.05	6903.81	4499.63	6604.93	6505.37	4792.89	6419.65	8621.63	6431.44	6353.79	9523.87	5141.08	9610.32	7814.34	9829.58	8502.79	8712.76	8893.17	6782.85	7698.65	4855.18	9519.48	3834.98	7225.01		
Q9NR28	Q9NR28		DIABLO		20140.2	13952.1		13221.2	15225	12297.7			21219.8												13928.3	12380.5				
Q9NR30	Q9NR30		DDX21		204676	216409	202897	207553	203553	213971	212252	231467	206063	215198	204179	205875	205006	201972	200152	191298	203380	206530	197547	196914	211413	211016	211544	214864		
Q9NR33	Q9NR33		POLE4		76300.2	91264.6	74074	71210.7	110200	88941.1	82810.1	82946.1	78237.8	80367.3	76391.3	68139.3	87512.7	77830.5	78042.6	75675.3	72290.5	111198	75122.6	90735.1	89003.8	70782.3	57767.7	78986.5		
Q9NR45	Q9NR45		NANS		51741.1	42659.7	48059.9	46854.3	41657.1	48634.6	42905.4	47925	46241.3	44670.7	47695.3	55369	46573.1	51729.1	49010.3	48456.1	53760.7	44106.6	49739.2	44034.2	47734.6	52164.6	49841.1	46155.6		
Q9NRP0	Q9NRP0		OSTC		6551.62	5454.43	5255.67	6557.39	5871.92	5594.05	6217.12	4966.5	6606.04	5708.72	7632.17	5578.25	6807.02	7565.86	7867.22	6365.24	9026.28	7348.98	8591.98	9661.64	2929.73	6899.06	5883.87	5691.34		
Q9NS69	Q9NS69		TOMM22			4546.17	6081.12	6867.84			3762.32	4300.45	4994.64		3848.37	4554.27	5153.28	5571.72	4678.6	6640.17	5187.68		6030.39	5090.86	1308.15	3069.71	2831.4	2097.65		
Q9NTK5	Q9NTK5		OLA1		67664.9	67213.3	64742.3	64876.3	64456.3	65076.4	66310.9	67361.2	63230.1	73051.7	69932.6	67794.5	77727.9	75701.1	72965	71333.2	72759.7	72616	74426.2	69425	76682.8	74355.1	76295.6	74752.3		
Q9NTZ6	Q9NTZ6		RBM12		13045.2	16718.1	12001.3	14424.9	14455.4	13754.7	10515.7	18485.1	13751.7	16326.2	14605	15060.2	17449.9	18612.4	16560.9	20146.4	19375	18356.5	17313.5	19072.3	14385.3	18065	15175.4	16342.8		
Q9NVJ2	Q9NVJ2		ARL8B		36220.8	33633.6	38520.6	42246.5	19273.3		32434.1	39576.6	36468.7	45375.3	51557.7	50625.3	41711.4	42942.3	44310.3	47220	52610.5	35563.7	46795.3	43826.7	35919.6	40809.1	45351.7	33861.3		
Q9NVP1	Q9NVP1		DDX18		33013.9	37455.9	36646	39172.8	31124.1	35807.9	34569.5	30636.5	31287.1	27086.7	33238.4	31310.7	38821.6	35526.7	33828.6	35066.3	43065.4	33093.1	35586.6	32492.6	26601.7	28353.7	35402.6	31625.3		
Q9NX24	Q9NX24		NHP2		70013	73001.3	71488.6	64189.5	63592	64100.6	75224.7	49086.2	66503.3	47086.8	43997.2	48599.9	69691.7	63924.2	64363.7	68316.6	70735.3	67222.5	71058.4	68472.9	38656.5	40646.5	43913.7	42579.3		
Q9NX63	Q9NX63		CHCHD3		67421.9	72006.6	68991.2	66773.7	52445.2	72710.2	62840.2	82890.7	64762.1	76767.6	76263.6	69959.4	64151.4	70264.5	58235.2	61773.5	61350.2	60833.4	65757.7	60695	75329.4	82786.8	77288	74072.3		
Q9NY12	Q9NY12		GAR1		52731.3	52974.9	56977.6	53126.6	60756.9	51469.5	54595.9	50696.7	56055	48316.8	50410.2	50709	52715.9	67188.8	66002.4	66655.4	62099.1	70317.5	63154.8	65009.7	54364.4	56257	62179.8	55771.3		
Q9NY93	Q9NY93		DDX56		49712.5	48423.1	47345.6	52147.2	49491.9	46793.1	52893.2	43556.9	47810.3	46137	45068.2	36832.7	41634.4	39835	44491.7	38698.2	49374.9	40117.7	36736.9	46659.1	41407.6	45064.9	41934	43079.1		
Q9NZL9	Q9NZL9		MAT2B		67904	71765.2	66786.2	64701.7	59360.3	57187.6	67731.5	56588	61705.3	55134	53673.7	54700.8	58351.9	59613.9	51616.4	54918.2	56823.9	56493	55114.5	58281.4	60039.7	64135.1	61824.5	59599.5		
Q9NZM1	Q9NZM1		MYOF		17541.7	17176.1	18549.8	14860.5	19706.9	18435.3	22198.2	20018.2	17203.7	22038.8	22308.7	17898.8	23749.8	23217.1	21123.9	23712.8	21126	23653.8	21005	20113.2	20190	17289.6	18351.5	17886.8		
Q9NZT1	Q9NZT1		CALML5		41494.2	41474.6	46052.5	41648.1	33355.6	40836.8	37772.1	18614.3	44587.2	28331.4	28237.9	34090.9	30645.1	44683.6	36141	37900.5	41411.2	42380.7	38232.2	48618.9	38280.9	37341.2	39952.2	41141.2		
Q9P035	Q9P035		HACD3		80579.6	90492.3	71817.7	88681.5	80522	77800.9	82477.5	93805.6	86255.9	94862.1	90695.7	92162.3	85657.9	84677.6	79882.6	84145.1	89636.6	85777	85452.7	81109.2	79219	79824.5	88378.4	87985.4		
Q9P0L0	Q9P0L0		VAPA		121282	90355.6	109088	113465	88324.9	99478	116683	89300.6	90483.3	96419.1	100003	97281.2	116791	111248	108667	117167	107133	95725.5	119959	102442	87997.6	100838	105591	100306		
Q9P258	Q9P258		RCC2		176638	187083	184212	186999	174200	172611	169287	166046	181962	163892	163586	158646	171415	186674	172487	174732	182192	174753	190506	182493	186803	181667	175860	182257		
Q9P2J5	Q9P2J5		LARS1		136550	137520	142145	152053	125320	134222	128952	127313	141909	125493	123536	122759	133678	128537	128771	135592	121493	132105	138386	128994	134502	114506	127071	134152		
Q9P2X0	Q9P2X0		DPM3		33292.4	38869.8	33829.1	32855.4	41357.4	34624.7	28480.3	45479.2	39135.9	56151.6	46749.9	52790.3	45486.6	41842.9	44189.6	42803	43888.6	44572.1	46982.3	38283.9	28396.1	29650.2	32897.1	29310		
Q9UBI6	Q9UBI6		GNG12		34173.1	37694.6	29452.9	32139.3	47921.6	42119.4	35963.4	25569.7	32649.4	29562	23469.1	24693.7	26300.9	22220.4	23198	29063.7	25666.7	25110	21942.5	24704	27943.5	27627.1	25180	30088.9		
Q9UBQ7	Q9UBQ7		GRHPR		118169	90419.7	97817.8	101886	84619.2	126803	91996.6	16344.8	100962	17703	19344.8	16016.1	57732.8	63171	61644.9	56526.6	54312.2	56772.2	55837.5	62963	40656.6	38826.1	39911.4	37846		
Q9UBS4	Q9UBS4		DNAJB11		32247.3	38031	31685.5	24082.7	34114.7	39996.3	37428.7	33402.2	37090.3	34863.5	38120.1	35195.5	37080.7	35544.3	31633	43214.4	33134	32655	35783	36367.1	44581.2	40820.8	39433.9	41581.9		
Q9UBT2	Q9UBT2		UBA2		59140.7	56247.1	61924.4	56187.2	56795.2	56600.1	56100.8	53159.8	58255.9	54925.6	52828.9	54402.5	63135.9	60918.6	60770.7	60863.6	62631	60409.7	56109.7	60772.5	49135.9	47790	46964.7	47749.9		
Q9UHD8	Q9UHD8		SEPTIN9		73660.8	69981.6	70826.4	69205.1	74885.1	67858.8	67776.6	69830.3	63387.7	73761.5	73449.3	68213.3	76032	79479.7	71184.4	76188	74740.7	75326	77553.4	75503.5	59383.1	62770	61741	65517.6		
